row_id,id,state,state_code,state_mean_churn,account_length,new_acct,international_plan,vmail_plan,vmail_message,int_no_vm,day_mins,day_calls,day_charge,day_mins_pc,day_call_hi,day_call_lo,day_call_prof,day_charge_pm,eve_mins,eve_calls,eve_charge,eve_mins_pc,eve_chatterbox,night_mins,night_calls,night_charge,night_mins_pc,intl_mins,intl_charge,intl_user,total_mins,total_charge,freq_user,custserv_calls,factor2,churn,5f_01,5f_03a,5f_03b,5f_06,5f_07,5f_08,5f_09,5f_10,5f_11,5f_12,5f_13,5factor,1stPC,2ndPC,3rdPC,4thPC,5thPC
1149,1183,IN,15,0.069767442,154,0,0,1,32,0,192.3,82,32.69,2.345121951,0,1,-1,0.1699948,165.3,134,14.05,1.23358209,0,205,74,9.23,2.77027027,9,2.43,0,366.6,49.17,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,-5,2.871206138,-1.995481347,1.064056523,0.460132836,-1.841342172
1150,449,ID,13,0.142857143,79,0,0,1,21,0,264.3,79,30.42569832,3.34556962,0,1,-1,0.115118041,202.8,118,17.24,1.718644068,0,173.4,92,7.8,1.884782609,6.3,2.764726543,0,473.4,50.43042487,0,4,1,0,1,0,1,0,0,0,1,0,1,0,0,-5,4.082208678,0.477100248,1.843220325,-0.752190574,-0.864631187
1153,1749,WV,49,0.093333333,124,0,0,0,0,0,157.4,107,26.76,1.471028037,1,0,1,0.170012706,167.8,112,14.26,1.498214286,0,188.8,102,8.5,1.850980392,8.8,2.38,0,334,43.4,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,3,-2.756222383,-1.058072864,1.739864766,-0.61530139,-0.910846489
1154,1,OH,35,0.132075472,107,0,0,1,26,0,161.6,123,30.42569832,1.313821138,1,0,1,0.188277836,195.5,103,16.62,1.898058252,0,254.4,103,11.45,2.469902913,13.7,3.7,1,370.8,50.74569832,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,5,-3.149906373,0.596204484,-2.805155673,2.008591589,-0.429973633
1155,940,DE,8,0.186046512,117,0,0,0,0,0,168.8,137,28.7,1.232116788,1,0,1,0.170023697,241.4,107,20.52,2.256074766,0,204.8,106,9.22,1.932075472,15.5,4.19,1,425.7,53.41,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,6,-3.343554045,1.929801247,-2.966533592,-0.48611487,0.178768921
1156,2902,AK,0,0.085714286,61,0,0,1,15,0,252.4,106,42.91,2.381132075,1,0,1,0.170007924,187.8,69,15.96,2.72173913,0,259.6,137,11.68,1.894890511,10,2.7,0,450.2,61.57,1,2,1,0,1,1,0,0,1,1,1,0,1,0,1,4,-0.633732724,3.150258284,1.545149767,2.039044029,-0.388801339
1157,1427,RI,39,0.115384615,176,0,0,0,0,0,250.9,108,42.65,2.323148148,1,0,1,0.169988043,171.4,100,14.57,1.714,0,148.6,85,6.69,1.748235294,9.6,2.764726543,0,431.9,59.98472654,1,2,1,0,1,1,0,0,0,0,1,0,1,0,1,4,-0.984793983,2.70516669,1.927333372,-1.160163355,-2.44343252
1158,1779,LA,18,0.085714286,112,0,0,0,0,0,174.5,127,29.67,1.374015748,1,0,1,0.170028653,200.1985661,71,22.04,2.819698115,0,170.5,120,7.67,1.420833333,11.3,3.05,1,385.9985661,54.76,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,7,-3.180886802,1.821469315,-1.717085048,-1.531669174,1.282605694
1159,620,KS,16,0.163265306,163,0,0,0,0,0,191.3,89,32.52,2.149438202,0,1,-1,0.169994773,193.9,87,16.48,2.228735632,0,268.4,121,12.08,2.218181818,12.8,3.46,1,398,52.46,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,-3,2.51330707,-0.24438097,-3.101679125,1.712787125,0.005525565
1160,2907,OH,35,0.132075472,165,0,0,0,0,0,209.4,67,35.6,3.125373134,0,1,-1,0.170009551,273.8,89,23.27,3.076404494,0,150.2,88,6.76,1.706818182,12.8,3.46,1,496,62.33,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,-1,3.858618085,2.899165332,-2.422233122,-1.721008305,1.361247387
1161,1073,NY,34,0.193548387,44,0,0,0,0,0,143.2,77,24.34,1.85974026,0,1,-1,0.169972067,169.8,114,14.43,1.489473684,0,215.8,77,9.71,2.802597403,7.6,2.05,0,320.6,40.82,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,-4,1.803949831,-3.441406263,1.208548028,0.550185392,-0.470863474
1162,1943,NV,33,0.204081633,125,0,0,0,0,0,168.6,99,28.66,1.703030303,0,0,0,0.169988138,175.6,107,14.93,1.641121495,0,243.3,92,8.982912957,2.644565217,10.9,2.94,0,355.1,46.53,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,-0.468168503,-1.436943317,0.52839941,1.506772194,-0.907026157
1163,2456,VT,46,0.111111111,142,0,0,0,0,0,232.5,74,30.42569832,3.141891892,0,1,-1,0.130863219,181.8,142,15.45,1.28028169,0,203.1,86,9.14,2.361627907,10.4,2.764726543,0,424.7,48.64042487,0,4,1,0,0,0,1,0,0,0,1,0,1,0,0,-6,3.616739752,-1.1006347,0.958937164,-0.048114919,-1.911407173
1164,1599,IN,15,0.069767442,87,0,0,0,0,0,189.5,113,32.22,1.67699115,1,0,1,0.170026385,204.9,100,17.42,2.049,0,221.7,93,9.98,2.383870968,13.4,2.764726543,0,407.8,52.40472654,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,4,-2.391634609,0.733927619,0.86912142,0.558722061,-0.507199613
1166,1091,ME,21,0.255813953,59,0,0,0,0,0,166.3,95,28.27,1.750526316,0,1,-1,0.169993987,239.3,87,20.34,2.750574713,0,123.2,108,5.54,1.140740741,10,2.7,0,415.6,51.31,0,2,1,0,0,0,1,1,0,1,0,0,1,0,1,-2,1.881670145,-0.616460344,1.030258866,-2.699696285,1.907456316
1167,1539,PA,38,0.222222222,128,0,1,0,0,1,245.2,112,41.68,2.189285714,1,0,1,0.169983687,101.5,101,8.63,1.004950495,0,152.3,116,6.85,1.312931034,10.7,2.764726543,0,357.4,53.07472654,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,4,-1.859214889,0.908080744,1.344046571,-1.804242234,-4.684796362
1169,2720,MI,22,0.195652174,158,0,0,0,0,0,195.9,103,33.3,1.901941748,0,0,0,0.169984686,89.1,95,7.57,0.937894737,0,302.2,82,13.6,3.685365854,10.3,2.78,0,295.3,43.65,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-0.655506199,-2.561695741,0.347345189,3.960591116,-2.386513015
1170,2867,WI,48,0.111111111,95,0,0,0,0,0,237.3,83,40.34,2.859036145,0,1,-1,0.169995786,154,65,13.09,2.369230769,0,237,105,10.67,2.257142857,11.2,2.764726543,0,402.5,56.19472654,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,-5,3.490072186,-0.391973488,0.49292148,1.550077321,-0.855050201
1171,866,OH,35,0.132075472,119,0,0,1,27,0,220.1,128,37.42,1.71953125,1,0,1,0.17001363,268.2,133,22.8,2.016541353,0,146.5,80,6.59,1.83125,11.1,3,1,499.4,63.22,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,7,-2.264286487,3.96619714,-1.177854911,-1.189693076,-0.181681881
1173,2366,MS,25,0.268292683,122,0,0,1,45,0,147.8,85,25.13,1.738823529,0,1,-1,0.170027064,147.4,99.79722519,12.53,1.476994974,0,203.5,110,8.982912957,1.85,14,3.78,1,309.2,41.44,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,-1,1.059024006,-2.461235769,-3.486540459,-0.928621909,-0.737998233
1174,210,LA,18,0.085714286,99,0,0,0,0,0,241.1,72,40.99,3.348611111,0,1,-1,0.170012443,155.6,99.79722519,13.23,1.559161587,0,188.2,109,8.982912957,1.726605505,11.6,3.13,1,408.3,57.35,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,-3,3.461563174,0.255533885,-2.273915557,-0.904732399,-2.534153699
1175,867,NV,33,0.204081633,86,0,0,0,0,0,141.3,72,24.02,1.9625,0,1,-1,0.169992923,154.3,99.79722519,13.12,1.546135173,0,210.6,91,9.48,2.314285714,8.2,2.21,0,303.8,39.35,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,-3,1.721247166,-3.516537982,1.004341797,-0.048706503,-0.574670709
1176,1352,WA,47,0.205128205,136,0,0,1,16,0,90.4,105,15.37,0.860952381,0,0,0,0.170022124,201.3,109,17.11,1.846788991,0,227.1,115,10.22,1.974782609,13.1,3.54,1,304.8,36.02,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,6,-2.78370335,-1.734353532,-3.125255144,0.697680561,0.648545905
1177,1697,NM,32,0.104166667,132,0,0,0,0,0,169.9,107,28.88,1.587850467,1,0,1,0.169982343,209.4,121,17.8,1.730578512,0,206.1,79,9.27,2.608860759,11.5,3.11,1,390.8,49.79,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6,-2.862273341,0.763985416,-1.934577351,0.228771237,-0.770639965
1178,952,PA,38,0.222222222,53,0,0,0,0,0,205.1,86,34.87,2.384883721,0,1,-1,0.170014627,160.5,95,13.64,1.689473684,0,149.5,142,6.73,1.052816901,10.7,2.89,0,376.3,51.4,0,3,0,0,0,0,1,1,0,1,1,0,1,0,0,-4,2.914123153,-0.930309922,0.900752652,-2.410643186,-0.91027306
1179,3162,UT,44,0.181818182,81,0,0,0,0,0,129.9,121,22.08,1.073553719,1,0,1,0.169976905,230.1,105,19.56,2.191428571,0,140.5,123,6.32,1.142276423,13.3,3.59,1,373.3,45.23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,-3.534452972,0.626855128,-2.354822099,-2.516199601,0.506548434
1180,3234,DE,8,0.186046512,75,0,0,1,28,0,200.6,96,34.1,2.089583333,0,1,-1,0.16999003,164.1,111,13.95,1.478378378,0,169.6,153,7.63,1.108496732,2.5,2.764726543,0,367.2,50.81472654,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,1.672448386,-1.167297593,2.120575599,-1.734314017,-1.605303463
1181,2199,WA,47,0.205128205,110,0,0,0,0,0,241.2,105,41,2.297142857,0,0,0,0.169983416,174.3,85,14.82,2.050588235,0,245.3,59,11.04,4.157627119,8.5,2.3,0,424,58.12,1,2,1,0,0,1,0,1,1,1,1,0,1,0,1,4,-0.044945466,1.139674458,1.51454925,3.532938644,-1.272273224
1182,2331,IN,15,0.069767442,46,0,0,1,34,0,191.4,102,32.54,1.876470588,0,0,0,0.170010449,361.8,96,30.75,3.76875,0,147.5,132,6.64,1.117424242,7.2,1.94,0,560.4,65.23,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,2,0.902347435,3.63126781,2.565107168,-1.801165402,4.331480454
1183,2248,CT,6,0.170212766,152,0,0,1,20,0,239.1,105,40.65,2.277142857,0,0,0,0.170012547,200.1985661,99.79722519,17.77,2.006053433,0,268.2,130,12.07,2.063076923,13.3,3.59,1,452.5985661,62.01,1,5,1,0,1,1,0,0,1,0,1,0,0,1,0,4,0.112927541,3.081208407,-2.292144093,1.912591824,-0.901234131
1184,2184,ID,13,0.142857143,92,0,0,1,31,0,172.3,116,29.29,1.485344828,1,0,1,0.169994196,266.2,91,22.63,2.925274725,0,228.2,90,10.27,2.535555556,11.8,3.19,1,450.3,55.11,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,7,-2.459276926,2.87900831,-2.003047792,1.748905522,2.114308998
1185,396,TX,43,0.234042553,84,0,0,0,0,0,138.6,102,23.56,1.358823529,0,0,0,0.16998557,199,93,16.92,2.139784946,0,204.1,137,9.18,1.489781022,7.8,2.11,0,345.4,42.59,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,-0.914877064,-1.510737094,1.541270609,-0.858595847,0.917078469
1186,1644,WV,49,0.093333333,124,0,0,0,0,0,184.8,74,31.42,2.497297297,0,1,-1,0.170021645,175.1,99.79722519,14.88,1.754557801,0,158.2,95,8.982912957,1.665263158,10.5,2.84,0,370.4,49.14,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,-5,3.039704044,-1.533894973,0.684671996,-1.102459068,-1.15562001
1187,3266,OK,36,0.119047619,138,0,0,1,33,0,155.2,139,26.38,1.116546763,1,0,1,0.169974227,268.3,79,22.81,3.396202532,1,186.4,71,8.39,2.625352113,9.7,2.62,0,433.2,51.81,0,3,1,0,1,1,0,0,0,1,0,0,1,0,0,5,-2.611733224,2.39392426,1.839014444,0.282153546,3.964682516
1188,631,MT,26,0.272727273,169,0,0,0,0,0,100.8,112,30.42569832,0.9,1,0,1,0.301842245,230,69,19.55,3.333333333,0,193.6,95,8.71,2.037894737,9.5,2.57,0,340.3,52.54569832,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,6,-3.086162633,0.442594448,1.35889523,-0.368618733,2.092557646
1189,212,PA,38,0.222222222,82,0,0,1,24,0,155.2,131,26.38,1.184732824,1,0,1,0.169974227,244.5,106,20.78,2.306603774,0,122.4,68,5.51,1.8,10.7,2.89,0,410.4,50.05,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,5,-3.034031659,0.804519938,1.399411031,-1.689826373,0.75884063
1190,2372,OH,35,0.132075472,114,0,0,0,0,0,187.8,109,31.93,1.72293578,1,0,1,0.170021299,154.6,97,13.14,1.593814433,0,213.9,102,9.63,2.097058824,10.1,2.73,0,352.5,47.8,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,4,-2.589698848,-0.357383084,1.286639012,0.121171338,-1.532601223
1191,1826,WI,48,0.111111111,102,0,0,0,0,0,200.6,106,34.1,1.89245283,1,0,1,0.16999003,152.5,127,12.96,1.200787402,0,199.4,128,8.982912957,1.5578125,7.7,2.08,0,360.8,49.14,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,3,-2.264174603,-0.357254435,2.245761439,-0.610414694,-2.105654488
1192,2959,NY,34,0.193548387,125,0,0,0,0,0,233.3,65,39.66,3.589230769,0,1,-1,0.169995714,209.8,93,17.83,2.255913978,0,210.6,109,9.48,1.932110092,9.1,2.46,0,452.2,59.95,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,-3,4.348011482,1.342242885,1.37186095,-0.123485977,-0.412027263
1193,2035,IA,12,0.038461538,81,0,0,0,0,0,203.5,89,34.6,2.286516854,0,1,-1,0.17002457,289.6,69,24.62,4.197101449,1,212.9,71,9.58,2.998591549,8.7,2.35,0,501.8,61.57,1,3,1,0,1,0,1,0,0,1,1,0,1,0,0,-4,3.968735684,2.443348239,1.719289696,0.930285083,4.208899341
1194,2655,NE,29,0.071428571,64,0,0,0,0,0,219.2,73,37.26,3.002739726,0,1,-1,0.169981752,167,65,14.2,2.569230769,0,161.4,119,7.26,1.356302521,10,2.7,0,396.2,54.16,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,-4,3.517368217,-0.362350794,0.95881587,-1.718170117,-0.36455384
1195,2628,TN,42,0.111111111,37,0,0,0,0,0,221,126,37.57,1.753968254,1,0,1,0.17,204.5,110,17.38,1.859090909,0,118,98,5.31,1.204081633,6.8,1.84,0,432.3,56.79,1,4,1,0,1,1,0,0,0,0,0,0,1,0,0,4,-2.010093948,2.049042902,3.050053393,-2.154800645,-0.680172921
1196,2301,PA,38,0.222222222,104,0,0,0,0,0,144.5,107,24.57,1.35046729,1,0,1,0.170034602,180.5,85,15.34,2.123529412,0,226,94,10.17,2.404255319,17,4.59,1,342,44.5,0,2,0,0,0,1,0,1,1,1,0,0,0,1,1,7,-3.34841951,0.282073611,-3.936684404,1.101225813,0.188341007
1197,23,SC,40,0.181818182,111,0,0,0,0,0,110.4,103,18.77,1.07184466,0,0,0,0.170018116,137.3,99.79722519,11.67,1.375789755,0,189.6,105,8.53,1.805714286,7.7,2.08,0,255.4,32.52,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.495139317,-3.801474372,1.401154621,-0.876771275,-0.607264236
1198,2609,UT,44,0.181818182,116,0,0,1,24,0,232.9,90,39.59,2.587777778,0,1,-1,0.169987119,152.1,94,12.93,1.618085106,0,344.3,82,15.49,4.198780488,10.7,2.89,0,395.7,55.41,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,-5,3.246277066,-1.056725599,0.1558111,5.31782806,-1.391022756
1199,628,VT,46,0.111111111,97,0,0,0,0,0,112.7,119,19.16,0.947058824,1,0,1,0.170008873,217.7,99.79722519,18.5,2.181423377,0,152.1,76,6.84,2.001315789,6.5,1.76,0,336.9,39.42,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,4,-3.374658393,-1.238181962,2.30339198,-1.069082813,0.86459825
1201,3152,NM,32,0.104166667,183,0,0,0,0,0,190,100,32.3,1.9,0,0,0,0.17,246.6,99.79722519,20.96,2.471010587,0,304.2,107,13.69,2.842990654,9.5,2.57,0,446.1,55.83,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.399718654,1.003105175,1.123214355,3.463293924,0.897547204
1202,2466,MD,20,0.25,83,0,0,1,38,0,107.9,90,18.34,1.198888889,0,1,-1,0.169972196,140.4,99.79722519,11.93,1.406852743,0,253.6,79,11.41,3.210126582,10.5,2.84,0,258.8,33.11,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,-4,0.875259749,-4.773647389,-0.128684645,2.470371869,-0.176935766
1203,698,NH,30,0.114285714,37,0,0,0,0,0,206,89,35.02,2.314606742,0,1,-1,0.17,186,88,15.81,2.113636364,0,307.1,86,13.82,3.570930233,8.4,2.27,0,400.4,53.1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,-5,3.116149481,-1.113592238,0.906260571,4.092487863,-0.229234038
1206,6,MA,19,0.195121951,121,0,0,1,24,0,218.2,88,37.09,2.479545455,0,1,-1,0.169981668,348.5,108,29.62,3.226851852,1,212.6,118,9.57,1.801694915,7.5,2.03,0,574.2,68.74,1,3,1,0,1,0,1,0,0,0,1,0,1,0,0,-5,4.531279074,3.467412262,2.443287938,0.002500237,3.572090779
1207,2454,DC,7,0.078947368,45,0,0,0,0,0,96.1,103,16.34,0.933009709,0,0,0,0.170031217,246.8,134,20.98,1.841791045,0,229.7,92,10.34,2.49673913,9.7,2.62,0,352.6,39.94,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,-1,-0.983213883,-2.34254823,0.770984518,1.54305701,1.266882759
1208,1509,MN,23,0.153846154,142,0,0,1,40,0,237.4,105,40.36,2.260952381,0,0,0,0.170008425,175.9,93,14.95,1.891397849,0,210.3,110,9.46,1.911818182,9.2,2.764726543,0,422.5,58.07472654,1,3,1,0,0,1,0,0,0,1,1,0,1,0,0,3,-0.026626373,1.236982289,1.532597726,0.003262263,-0.951721593
1209,1129,AL,1,0.14893617,71,0,0,0,0,0,103.3,103,17.56,1.002912621,0,0,0,0.169990319,138.5,79,11.77,1.753164557,0,164.8,98,7.42,1.681632653,9,2.43,0,250.8,31.76,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,-1.629315991,-3.620568798,0.964589631,-1.485519022,0.459143486
1210,2358,KY,17,0.119047619,71,0,0,0,0,0,104,92,17.68,1.130434783,0,1,-1,0.17,197,125,16.75,1.576,0,110.1,123,4.95,0.895121951,14.6,3.94,1,315.6,38.37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-2,0.583666676,-2.648335658,-3.474388126,-3.71259758,0.194400949
1211,56,CO,5,0.15,141,0,0,0,0,0,126.9,98,21.57,1.294897959,0,0,0,0.169976359,180,62,15.3,2.903225806,0,140.8,128,6.34,1.1,8,2.16,0,314.9,39.03,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,-1.004604766,-1.943421301,1.504815184,-2.474280236,1.669924255
1212,2570,IA,12,0.038461538,64,0,0,0,43,0,118.4,100,20.13,1.184,0,0,0,0.170016892,144.1,108,12.25,1.334259259,0,158.1,91,7.11,1.737362637,8.5,2.3,0,271,34.68,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.314590841,-3.515644784,1.227510184,-1.389272802,-0.637159798
1213,267,NH,30,0.114285714,119,0,0,0,0,0,138.3,89,23.51,1.553932584,0,1,-1,0.169992769,170.5,78,14.49,2.185897436,0,263.9,98,11.88,2.692857143,13.5,3.65,1,322.3,41.65,0,3,0,0,0,0,1,0,1,1,0,0,0,1,0,-3,1.211795168,-2.38785535,-3.555074551,1.891357731,1.161961806
1214,2512,AZ,3,0.055555556,62,0,0,1,42,0,137.3,95,23.34,1.445263158,0,1,-1,0.169992717,184.2,94,15.66,1.959574468,0,231.4,70,8.982912957,3.305714286,10.2,2.75,0,331.7,41.75,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,-4,1.384533993,-3.140112548,0.196819209,1.946196254,1.121166494
1215,2870,TX,43,0.234042553,121,0,0,0,0,0,86.1,100,14.64,0.861,0,0,0,0.170034843,259.8,113,22.08,2.299115044,0,148,79,6.66,1.873417722,9.1,2.46,0,355,39.18,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,-1.175004116,-1.867247826,1.244945676,-1.561520591,2.049207503
1216,1664,SC,40,0.181818182,99,0,0,1,33,0,179.1,93,30.45,1.925806452,0,1,-1,0.17001675,238.3,99.79722519,20.26,2.387841942,0,165.7,96,7.46,1.726041667,10.6,2.86,0,428,53.57,1,2,1,0,1,0,1,0,0,0,0,0,1,0,1,-3,2.369386519,-0.006121227,0.908970301,-1.176470836,1.244582922
1217,3077,FL,9,0.095238095,102,0,0,0,29,0,214.7,86,36.5,2.496511628,0,1,-1,0.170004658,314.3,109,26.72,2.883486239,0,280.2,110,12.61,2.547272727,14.3,3.86,1,543.3,67.08,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-3,3.773865819,3.24029864,-3.066578838,2.513878231,1.498548802
1218,616,WA,47,0.205128205,166,0,1,1,35,0,128.2,138,21.79,0.928985507,1,0,1,0.169968799,274.5,99.79722519,23.33,2.750577478,0,298.9,130,13.45,2.299230769,8.8,2.38,0,411.5,47.5,0,2,1,0,0,1,0,1,1,0,0,0,1,0,1,4,-3.236495965,0.499676265,1.379305418,2.874468512,2.04481559
1219,1079,MN,23,0.153846154,158,0,0,0,0,0,209.9,112,35.68,1.874107143,1,0,1,0.169985707,221.3,82,18.81,2.698780488,0,210,93,9.45,2.258064516,8.2,2.764726543,0,439.4,57.25472654,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,6,-1.950007418,2.504917602,1.795819576,0.371534505,0.666958716
1221,1132,WV,49,0.093333333,83,0,0,1,37,0,78.5,109,13.35,0.720183486,1,0,1,0.170063694,210.5,101,17.89,2.084158416,0,179.7,102,8.09,1.761764706,11.8,3.19,1,300.8,34.43,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6,-3.985282963,-1.417854777,-2.342428631,-1.164792875,1.222259744
1223,413,MS,25,0.268292683,126,0,0,0,0,0,256.5,112,43.61,2.290178571,1,0,1,0.170019493,199.5,90,16.96,2.216666667,0,188.3,122,8.47,1.543442623,7,1.89,0,463,62.46,1,3,1,0,1,1,0,1,0,1,1,0,1,0,0,5,-0.80174946,3.514527511,2.90634751,-0.592299186,-0.872063153
1225,1970,VA,45,0.039215686,103,0,0,0,0,0,167.8,121,28.53,1.38677686,1,0,1,0.170023838,212.9,123,18.1,1.730894309,0,208.2,73,9.37,2.852054795,13,2.764726543,0,393.7,49.39472654,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,3,-2.674209723,0.121439002,1.042276655,0.634482989,-0.179862789
1226,2333,NM,32,0.104166667,16,1,0,0,0,0,144.8,84,24.62,1.723809524,0,1,-1,0.170027624,164.9,141,14.02,1.169503546,0,231.5,75,10.42,3.086666667,8.2,2.764726543,0,317.9,41.40472654,0,2,0,0,0,0,1,0,1,0,0,1,1,0,1,-6,1.840591125,-3.750589847,0.733157366,2.609760851,-0.417504344
1227,3143,SC,40,0.181818182,104,0,0,0,0,0,109.1,141,18.55,0.773758865,1,0,1,0.170027498,187.1,140,15.9,1.336428571,0,216.6,100,9.75,2.166,10,2.7,0,306.2,37.15,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,3,-3.91468477,-1.853744086,1.258281057,0.092560629,-0.409888771
1228,2083,AK,0,0.085714286,52,0,0,0,0,0,148.3,83,25.21,1.786746988,0,1,-1,0.169993257,181.6,79,15.44,2.298734177,0,155.6,104,7,1.496153846,8.3,2.24,0,338.2,42.89,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,-4,1.827855279,-2.576965223,1.287253957,-1.799295833,1.359643455
1229,1446,LA,18,0.085714286,111,0,0,1,28,0,128.8,104,21.9,1.238461538,0,0,0,0.170031056,157.3,52,13.37,3.025,0,147.4,76,6.63,1.939473684,10.3,2.78,0,296.4,38.05,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,-1.180370035,-2.258043203,0.701433756,-1.425743123,1.708039457
1230,1705,ID,13,0.142857143,24,0,0,1,29,0,236.3,105,40.17,2.25047619,0,0,0,0.169995768,190.8,114,16.22,1.673684211,0,129,105,5.81,1.228571429,7.2,1.94,0,434.3,58.33,1,3,1,0,1,1,0,0,0,0,1,0,1,0,0,3,0.282712736,1.918711175,2.715877324,-1.932738581,-1.423607945
1231,2547,VT,46,0.111111111,72,0,0,0,0,0,139.9,117,23.78,1.195726496,1,0,1,0.169978556,223.6,96,19.01,2.329166667,0,240.8,93,10.84,2.589247312,12.7,3.43,1,376.2,46.22,0,2,0,0,0,1,0,0,1,1,0,0,0,1,1,6,-3.271256969,0.486387758,-2.589335349,1.747871342,1.149224661
1232,807,GA,10,0.138888889,56,0,0,1,30,0,127.1,89,21.61,1.428089888,0,1,-1,0.170023603,172.1,99.79722519,14.63,1.724496845,0,194.6,111,8.76,1.753153153,12.1,3.27,1,311.3,39.51,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,-2,0.934710601,-2.793438775,-2.928141389,-1.087320645,0.22924357
1233,2871,NC,27,0.128205128,125,0,0,0,0,0,212.3,89,36.09,2.385393258,0,1,-1,0.16999529,215.4,127,18.31,1.696062992,0,186.8,73,8.41,2.55890411,11.3,3.05,1,439,57.45,1,2,1,0,1,0,1,0,0,0,1,0,0,1,1,-2,2.994275045,1.13149862,-2.056657386,-0.246188625,-1.103980069
1234,577,OR,37,0.125,110,0,0,0,0,0,149.8,112,25.47,1.3375,1,0,1,0.170026702,180,93,15.3,1.935483871,0,140,119,6.3,1.176470588,11.7,3.16,1,341.5,43.93,0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,7,-3.440292138,0.159336924,-1.966784441,-2.473409191,-0.003698647
1235,3225,AR,2,0.205882353,33,0,0,0,0,0,251.9,81,30.42569832,3.109876543,0,1,-1,0.120784829,194.6,99.79722519,16.54,1.949954016,0,211.2,87,9.5,2.427586207,8.4,2.27,0,454.9,49.23569832,0,2,1,0,1,0,1,1,0,0,1,0,1,0,1,-3,3.687547961,0.354380181,1.560232874,0.368837828,-0.959112546
1236,1160,TX,43,0.234042553,47,0,0,0,28,0,112.2,70,19.07,1.602857143,0,1,-1,0.169964349,154.8,106,13.16,1.460377358,0,166.7,105,7.5,1.587619048,10.6,2.86,0,277.6,35.09,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-3,1.338057949,-4.065491571,0.266220011,-1.638497757,-0.30475503
1237,1380,WI,48,0.111111111,54,0,0,0,0,0,116.8,119,19.86,0.981512605,1,0,1,0.170034247,123.1,123,10.46,1.000813008,0,217.5,101,8.982912957,2.153465347,12,3.24,1,251.9,33.56,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6,-4.210272615,-2.19260497,-2.448194163,-0.341798304,-1.921140913
